sentence,pattern,lang_type,pos_sequence,sequence_length,error
I would definitely consider it to be sort of like a new identity in a way because like I said um you can't entirely be Chinese you can't entirely be American so you're just this awkward in between where you sort of stand out no matter uh where you go unless you are in a group with people who are in a similar position That is that Chinese American in between So I would say it's a mix,E78,English,PRON AUX ADV VERB PRON PART AUX ADV ADV ADP DET ADJ NOUN ADP DET NOUN SCONJ INTJ PRON VERB INTJ PRON AUX PART ADV AUX ADJ PRON AUX PART ADV AUX ADJ ADV PRON AUX ADV DET ADJ ADP ADP SCONJ PRON ADV ADV VERB ADP ADV NOUN INTJ SCONJ PRON VERB SCONJ PRON AUX ADP DET NOUN ADP NOUN PRON AUX ADP DET ADJ NOUN PRON AUX SCONJ ADJ PROPN ADP ADP ADV PRON AUX VERB PRON AUX DET NOUN,82,False
That is that Chinese American in between So I would say it's a mix,E14,English,PRON AUX SCONJ ADJ PROPN ADP ADP ADV PRON AUX VERB PRON AUX DET NOUN,15,False
其他 啲 語言 Uh,C3-E1,Code-switched,PRON NOUN NOUN INTJ,4,False
其他 啲 語言 Uh 我 識講 少少 法文 不過 唔係 好 叻,C3-E1-C8,Code-switched,PRON NOUN NOUN INTJ PRON VERB NUM NOUN CCONJ VERB ADV ADJ,12,False
Uh 中文,E1-C1,Code-switched,INTJ PROPN,2,False
Uh 我 都 識講 少少 國語 話 不過 我 識聽 多 啲 不過 我 講 唔係 好 叻 不過 識講 少少,E1-C20,Code-switched,INTJ PRON ADV VERB NUM NOUN VERB CCONJ PRON VERB ADJ PART CCONJ PRON VERB VERB ADV ADJ CCONJ VERB NUM,21,False
你 分別 oh 同邊個 人,C2-E1-C2,Code-switched,PRON ADV INTJ ADP NOUN,5,False
國語 係 得 嘅 uh 最多 係 得 嘅 同 啲 uh 大人 喺 我 家人 或者 喇 佢哋 啲 朋友 同 佢哋 啲 朋友 用,C4-E1-C6-E1-C14,Code-switched,NOUN VERB VERB PART INTJ ADV VERB AUX PART ADP NOUN INTJ NOUN ADP PRON NOUN CCONJ PART PRON NOUN NOUN ADP PRON NOUN NOUN VERB,26,False
Uh let's see 英文 係 喺 uh basically everything else 同 朋友 或者 同 喺 學校 或者 喺,E3-C3-E4-C8,Code-switched,INTJ AUX PRON VERB PROPN VERB ADP INTJ ADV PRON ADV ADP NOUN CCONJ ADP ADP NOUN CCONJ ADP,19,False
uh basically everything else 同 朋友 或者 同 喺 學校 或者 喺 uh 或者 同 個 employer 係 講 英文,E4-C8-E1-C3-E1-C3,Code-switched,INTJ ADV PRON ADV ADP NOUN CCONJ ADP ADP NOUN CCONJ ADP INTJ CCONJ ADP NOUN NOUN VERB VERB PROPN,20,False
噉樣 法文 係 得 幾 我 講 我 好 少 用 係 得 幾 一時時 上網 或者 uh 同 個 法文 老師 講 不過 嗰個 係 um 我 喺 高中 學 咗 講 而家 我 都 小 啲 用,C17-E1-C8-E1-C12,Code-switched,CCONJ NOUN VERB VERB ADV PRON VERB PRON ADV ADJ VERB VERB PART ADV ADJ VERB CCONJ INTJ ADP NOUN NOUN NOUN VERB CCONJ PRON VERB INTJ PRON ADP NOUN VERB PART VERB ADV PRON ADV ADJ PART VERB,39,False
國語 係 都 係 一時時 同一 啲 uh 朋友 講 或者 uh 同一 啲 大人 講 不過 不過 多數 喺 係 uh 朋友 或者 係 我 家人,C7-E1-C3-E1-C9-E1-C5,Code-switched,NOUN VERB ADV VERB ADV ADJ NOUN INTJ NOUN VERB CCONJ INTJ ADJ NOUN NOUN VERB CCONJ CCONJ NUM ADP VERB INTJ NOUN CCONJ VERB PRON NOUN,27,False
乜 都 識講,C3,Cantonese,PRON ADV VERB,3,False
Uh let's see,E3,English,INTJ AUX PRON VERB,4,False
Uh 廣東話 國語 uh Annam 話 uh sorry 越南話 Uh um,E1-C2-E2-C1-E2-C1-E2,Code-switched,INTJ PROPN NOUN INTJ PROPN VERB INTJ INTJ CCONJ INTJ INTJ,11,False
Uh um 佢哋 都 識講 英文 uh 少少 潮 潮州 應該 係噉 多,E2-C4-E1-C6,Code-switched,INTJ INTJ PRON ADV VERB NOUN INTJ NUM NOUN NOUN AUX ADV ADJ,13,False
係 我 唔 識,C4,Cantonese,VERB PRON ADV VERB,4,False
係 我 唔 識聽 我 得 個 點樣 識聽 釋 文 uh 釋 文 係 啊,C11-E1-C4,Code-switched,VERB PRON ADV VERB PRON VERB NOUN PRON VERB PART NOUN INTJ PROPN PROPN VERB PART,16,False
Uh 睇 吓 我 個 uh depends on who the spouse is right because 因為 um 喺 美國 佢 住 喺度 多數 都 好多 人 都 結婚 同 個人 唔 識講 佢哋 個 個 heritage language 𠺢嘛,E1-C4-E9-C1-E1-C18-E2-C1,Code-switched,INTJ VERB PART PRON NOUN INTJ VERB ADP PRON DET NOUN AUX ADJ SCONJ CCONJ INTJ ADP PROPN PRON PART ADV NUM ADV NUM NOUN ADV VERB ADP NOUN ADV VERB PRON NOUN NOUN NOUN NOUN X,37,False
噉樣 我 覺 多數 都 唔係 好 important 不過,C7-E1-C1,Code-switched,CCONJ PRON VERB NUM ADV VERB ADV ADJ CCONJ,9,False
不過 it is 我 識 我 教 佢 地 少少 都 會 都 好,C1-E2-C11,Code-switched,CCONJ PRON AUX PRON VERB PRON VERB PRON X NUM ADV AUX ADV ADV,14,False
係 我 有 識 我 有聽 過,C7,Cantonese,VERB PRON VERB VERB PRON VERB PART,7,False
Uh 我 覺 係 is like um wait 我 點樣 feel 呀,E1-C3-E4-C2-E1-C1,Code-switched,INTJ PRON VERB VERB AUX INTJ INTJ VERB PRON PRON VERB PART,12,False
我 覺 係 少少 奇怪 因為 um 多數 啲 like you're not supposed to make fun of someone for speaking a language if it's not their first language,C6-E1-C2-E19,Code-switched,PRON VERB VERB NUM ADJ CCONJ INTJ ADJ PART INTJ PRON AUX PART VERB PART VERB NOUN ADP PRON ADP VERB DET NOUN SCONJ PRON AUX PART PRON ADJ NOUN,30,False
不過 um 我 覺 唔係 好 唔係 好 大件事 不過 uh yeah 我 我 覺 唔係 always uh not in good taste,C1-E1-C8-E2-C4-E6,Code-switched,CCONJ INTJ PRON VERB VERB ADV VERB ADV ADJ CCONJ INTJ INTJ PRON PRON VERB VERB ADV INTJ PART ADP ADJ NOUN,22,False
我 個 英文 uh uh 有 我 記得 uh 一時時 我 有 uh 少少 我 咪有 我 無 個 accent 不過 一時時 我 有 um 我 唔 拼音 得 一啲 一啲 字 噉樣 係 囉,C3-E2-C3-E1-C3-E1-C6-E1-C4-E1-C10,Code-switched,PRON NOUN NOUN INTJ INTJ VERB PRON VERB INTJ ADV PRON VERB INTJ NUM PRON VERB PRON VERB NOUN ADJ CCONJ ADV PRON VERB INTJ PRON ADV VERB PART NUM NUM NOUN PRON VERB NOUN,35,False
係 一時時 有,C3,Cantonese,VERB ADV VERB,3,False
Oh positive Uh no,E4,English,INTJ ADJ INTJ INTJ,4,False
Oh positive Uh no,E4,English,INTJ ADJ INTJ INTJ,4,False
Um Southern Californian,E3,English,INTJ PROPN PROPN,3,False
Um yeah I say like a lot,E7,English,INTJ INTJ PRON VERB INTJ DET NOUN,7,False
Uh 一 直 講 uh 畀 uh 我 我 家 人 講 囉 Uh,E1-C3-E1-C1-E1-C6-E1,Code-switched,INTJ NUM ADV VERB INTJ VERB INTJ PRON PRON NOUN NOUN VERB NOUN INTJ,14,False
Uh 因為 我 係 個 um 屬於 個 ABC 吖 佢哋 覺 我 啲,E1-C4-E1-C2-E1-C5,Code-switched,INTJ CCONJ PRON VERB NOUN INTJ VERB NOUN PROPN PART PRON VERB PRON NOUN,14,False
吖 佢哋 覺 我 啲 uh 廣東話 都 係 算 都 唔錯 啊,C5-E1-C7,Code-switched,PART PRON VERB PRON NOUN INTJ PROPN ADV VERB VERB ADV VERB PART,13,False
我 都 唔知 啊 我 覺 我 都 唔知 有 乜嘢 variety,C11-E1,Code-switched,PRON ADV X PART PRON VERB PRON ADV ADV VERB PRON NOUN,12,False
Uh 我 都 覺 都 係 似 啲 廣州 廣東話 我 爸爸 成日 講,E1-C13,Code-switched,INTJ PRON ADV VERB ADV VERB VERB NOUN NOUN NOUN PRON NOUN ADV VERB,14,False
我 都 覺 都 係 似 啲 廣州 廣東話 我 爸爸 成日 講 uh 似 啲 廣州 廣東話,C13-E1-C4,Code-switched,PRON ADV VERB ADV VERB VERB NOUN NOUN NOUN PRON NOUN ADV VERB INTJ VERB NOUN NOUN NOUN,18,False
一個中國 人,C2,Cantonese,PROPN NOUN,2,False
我 覺 uh 都 唔係 都 唔係 uh uh 唔係 好 緊要 我 覺 uh 係 得 幾 好多 啲 uh 人 住 附近 廣州 或者 喺 南 中國 um uh 應該 都 識 少少 不過 我 覺 唔係 好 緊要,C2-E1-C4-E2-C5-E1-C5-E1-C8-E2-C10,Code-switched,PRON VERB INTJ ADV VERB ADV VERB INTJ INTJ VERB ADV ADJ PRON VERB INTJ VERB VERB ADV NUM NOUN INTJ NOUN PART NOUN PROPN CCONJ ADP PROPN PROPN INTJ INTJ AUX ADV VERB NUM CCONJ PRON V VERB ADV ADJ,41,False
唔 一定要 係,C3,Cantonese,ADV AUX VERB,3,False
Uh uh 梗係 有 啊 我 我 覺 uh 畀 uh 好 緊要 畀 我 個 identity as like a Chinese American,E2-C6-E1-C1-E1-C5-E6,Code-switched,INTJ INTJ ADV VERB PART PRON PRON VERB INTJ VERB INTJ ADV ADJ NOUN PRON NOUN NOUN ADP ADP DET ADJ PROPN,22,False
Or Chinese American,E3,English,CCONJ ADJ PROPN,3,False
Uh 因為 uh 多數 都 好 緊要 好似 我 uh 返 返 我 個 屋企 喺 uh Monterey Park 度 吖 我 我 多數 用 同 我 家人 或者 行出 街,E1-C1-E1-C6-E1-C6-E3-C12,Code-switched,INTJ CCONJ INTJ NUM ADV ADV ADJ VERB PRON INTJ VERB PART PRON NOUN NOUN ADP INTJ PROPN PROPN ADV PART PRON PRON NUM VERB ADP PRON NOUN CCONJ VERB NOUN,31,False
度 吖 我 我 多數 用 同 我 家人 或者 行出 街 uh 買 少少 嘢 都 要 用 噉 我 覺,C12-E1-C9,Code-switched,ADV PART PRON PRON NUM VERB ADP PRON NOUN CCONJ VERB NOUN INTJ VERB NUM NOUN ADV AUX VERB CCONJ PRON VERB,22,False
買 少少 嘢 都 要 用 噉 我 覺 uh even though 我 唔 用 喺 我 覺 我 都 唔 用 好多 我 覺 都 係 緊要 畀 我 個 identity,C9-E3-C19-E1,Code-switched,VERB NUM NOUN ADV AUX VERB CCONJ PRON VERB INTJ ADV SCONJ PRON ADV VERB ADP PRON VERB PRON ADV ADV VERB NUM PRON VERB ADV VERB ADJ NOUN PRON NOUN NOUN,32,False
Uh Uh 噉樣 多數 喺 屋企 同 家人 用 廣東話 同埋 英文 係 畀 everything else really At school with friends with even actually with my cousins of the same generation as me I'll speak um English with them,E2-C12-E25,Code-switched,INTJ INTJ CCONJ NUM ADP NOUN ADP PROPN VERB NOUN CCONJ PROPN VERB VERB PRON ADV ADV ADP NOUN ADP NOUN ADP ADV ADV ADP PRON NOUN ADP DET ADJ NOUN ADP PRON PRON AUX VERB INTJ PROPN ADP PRON,40,False
everything else really At school with friends with even actually with my cousins of the same generation as me I'll speak um English with them,E25,English,PRON ADV ADV ADP NOUN ADP NOUN ADP ADV ADV ADP PRON NOUN ADP DET ADJ NOUN ADP PRON PRON AUX VERB INTJ PROPN ADP PRON,26,False
我 真係 覺 um 噉樣 好 少 喺 我 喺 我 個 屋企 係 得 嘅 講 廣東話,C3-E1-C14,Code-switched,PRON ADV VERB INTJ CCONJ ADV ADJ ADP PRON ADP PRON NOUN NOUN VERB VERB PART VERB NOUN,18,False
噉樣 好 少 喺 我 喺 我 個 屋企 係 得 嘅 講 廣東話 我 同 我 啲 朋友 係 得 嘅 講 英文,C24,Cantonese,CCONJ ADV ADJ ADP PRON ADP PRON NOUN NOUN VERB VERB PART VERB CCONJ PRON ADP PRON NOUN NOUN VERB VERB PART VERB PROPN,24,False
喺 我 喺 我 個 屋企 係 得 嘅 講 廣東話 我 同 我 啲 朋友 係 得 嘅 講 英文 不過,C22,Cantonese,ADP PRON ADP PRON NOUN NOUN VERB VERB PART VERB CCONJ PRON ADP PRON NOUN NOUN VERB VERB PART VERB PROPN CCONJ,22,False
不過 uh 我 想 講笑 佢哋 一時時 我 講 廣東話 不過 uh 係 多數 得 嘅 噉樣 個 divide 囉,C1-E1-C9-E1-C6-E1-C1,Code-switched,CCONJ INTJ PRON VERB VERB PRON ADV PRON VERB NUM CCONJ INTJ VERB NUM PART PART CCONJ NOUN VERB X,20,False
On once a year maybe but yeah,E7,English,ADP ADV DET NOUN ADV CCONJ INTJ,7,False
Uh only if I like lack complete fluency because okay well I do lack complete fluency but only as like fillers like in case I don't know how to say certain things in Cantonese,E34,English,INTJ ADV SCONJ PRON VERB NOUN ADJ NOUN SCONJ INTJ INTJ PRON AUX VERB ADJ NOUN CCONJ ADV SCONJ ADP NOUN INTJ ADP NOUN PRON AUX PART VERB SCONJ PART VERB ADJ NOUN ADP PROPN,35,False
Uh no rarely,E3,English,INTJ INTJ ADV,3,False
Yeah not at all basically,E5,English,INTJ PART ADV ADV ADV,5,False
Oh like um oh for for English in a Chinese conversation or Chinese in English conversation,E16,English,INTJ INTJ INTJ INTJ ADP ADP PROPN ADP DET ADJ NOUN CCONJ PROPN ADP ADJ NOUN,16,False
Okay so um for English in a Chinese conversation when I'm talking with my parents uh 因為 我 唔 識 一啲 字 啊 嘛 Uh,E16-C8-E1,Code-switched,INTJ ADV INTJ ADP PROPN ADP DET ADJ NOUN SCONJ PRON AUX VERB ADP PRON NOUN INTJ CCONJ PRON ADV VERB NUM NOUN PART NOUN INTJ,26,False
Uh 因為 uh 我 學 廣東話 係 得 既 係 佢哋 啲 口 佢哋 講 畀 我 學 我 無 真係 坐低 讀書 噉樣 學 囉,E1-C1-E1-C23,Code-switched,INTJ CCONJ INTJ PRON VERB PROPN VERB AUX VERB VERB PRON NOUN NOUN PRON VERB NUM PRON VERB PRON NOUN ADV VERB VERB CCONJ VERB NOUN,26,False
我 無 真係 坐低 讀書 噉樣 學 囉 Uh,C8-E1,Code-switched,PRON ADV ADV ADJ VERB CCONJ VERB NOUN INTJ,9,False
我 無 真係 坐低 讀書 噉樣 學 囉 Uh 不過 like but for using um Chinese in an English conversation um,C8-E1-C1-E11,Code-switched,PRON ADV ADV ADJ VERB CCONJ VERB NOUN INTJ CCONJ INTJ CCONJ ADP VERB INTJ PROPN ADP DET ADJ NOUN INTJ,21,False
Actually it's it's like for the same reason but I it's only because it's only when I talk to another okay yeah I talk to another Cantonese speaker and I know the name of like you know a food item or maybe an actor or something and I'll have I don't know how to say it in any other way than in Cantonese and I pray that they understand me,E70,English,ADV PRON AUX PRON AUX ADP ADP DET ADJ NOUN CCONJ PRON PRON AUX ADV SCONJ PRON AUX ADV SCONJ PRON VERB ADP PRON INTJ INTJ PRON VERB ADP DET ADJ NOUN CCONJ PRON VERB DET NOUN ADP INTJ PRON VERB DET NOUN NOUN CCONJ ADV DET NOUN CCONJ PRON CCONJ PRON AUX VERB PRON AUX PART VERB SCONJ PART VERB PRON ADP DET ADJ NOUN ADP ADP PROPN CCONJ PRON VERB SCONJ PRON VERB PRON,76,False
So yeah so it's only for that reason,E8,English,ADV INTJ ADV PRON AUX ADV ADP DET NOUN,9,False
Um sort a little bit I feel like my tone changes and I feel like I associate Cantonese with a little bit more um I guess being more restrained I feel,E31,English,INTJ ADV DET ADJ NOUN PRON VERB ADP PRON NOUN NOUN CCONJ PRON VERB SCONJ PRON VERB PROPN ADP DET ADJ NOUN ADJ INTJ PRON VERB AUX ADV ADJ PRON VERB,31,False
Um sort a little bit I feel like my tone changes and I feel like I associate Cantonese with a little bit more um I guess being more restrained I feel Cause I relate it more to home more to family just not just being in a bubble sort of,E50,English,INTJ ADV DET ADJ NOUN PRON VERB ADP PRON NOUN NOUN CCONJ PRON VERB SCONJ PRON VERB PROPN ADP DET ADJ NOUN ADJ INTJ PRON VERB AUX ADV ADJ PRON VERB SCONJ PRON VERB PRON ADV PART NOUN ADJ ADP NOUN ADV PART ADV AUX ADP DET NOUN NOUN ADV,50,False
I feel like my tone changes and I feel like I associate Cantonese with a little bit more um I guess being more restrained I feel Cause I relate it more to home more to family just not just being in a bubble sort of,E45,English,PRON VERB ADP PRON NOUN NOUN CCONJ PRON VERB SCONJ PRON VERB PROPN ADP DET ADJ NOUN ADJ INTJ PRON VERB AUX ADV ADJ PRON VERB SCONJ PRON VERB PRON ADV PART NOUN ADJ ADP NOUN ADV PART ADV AUX ADP DET NOUN NOUN ADV,45,False
In English I'm I'm a little bit more expressive in English partially because I know a little bit more,E19,English,ADP PROPN PRON AUX PRON AUX DET ADJ NOUN ADV ADJ ADP PROPN ADV SCONJ PRON VERB DET ADJ NOUN ADJ,21,False
Um personally I wouldn't judge especially like if it's to communicate like an important idea,E15,English,INTJ ADV PRON AUX PART VERB ADV ADP SCONJ PRON AUX PART VERB ADP DET ADJ NOUN,17,False
Um I just think it would be sort of difficult for me to comprehend sometimes,E15,English,INTJ PRON ADV VERB PRON AUX AUX ADV ADV ADJ SCONJ PRON PART VERB ADV,15,False
Like I guess in this like whole Zoom thing um I didn't have too much trouble especially when it helped to clarify like definitions and things like that,E28,English,INTJ PRON VERB ADP PRON INTJ ADJ PROPN NOUN INTJ PRON AUX PART VERB ADV ADJ NOUN ADV SCONJ PRON VERB PART VERB ADP NOUN CCONJ NOUN ADP PRON,29,False
But uh yeah I wouldn't I don't think any less of it I think it's I think it can be a good thing yeah,E24,English,CCONJ INTJ INTJ PRON AUX PART PRON AUX PART VERB DET ADJ ADP PRON PRON VERB PRON AUX PRON VERB PRON AUX AUX DET ADJ NOUN INTJ,27,False
我 叫 中文 名,C4,Cantonese,PRON VERB PROPN NOUN,4,False
Uh 你 可以 叫 我 得 㗎 啦,E1-C7,Code-switched,INTJ PRON AUX VERB PRON VERB PART VERB,8,False
我 係 喺 美國 Berkeley 出世,C4-E1-C1,Code-switched,PRON VERB ADP PROPN PROPN VERB,6,False
我 係 讀緊 書,C4,Cantonese,PRON VERB ADJ NOUN,4,False
讀緊 linguistics 語言學,C1-E1-C1,Code-switched,X NOUN NOUN,3,False
Undergrad undergrad,E2,English,PROPN NOUN,2,False
二十 歲 就 所以,C4,Cantonese,NUM NOUN ADV CCONJ,4,False
未有 係 呀,C3,Cantonese,VERB VERB PART,3,False
Uh 我 老豆 其實 係 七十 七十 幾 啫 係 一 七幾年 就 過 咗 嚟 嘅,E1-C16,Code-switched,INTJ PRON NOUN ADV VERB NUM NUM NUM PART VERB NUM NOUN ADV VERB PART VERB PART,17,False
跟住 我 媽咪 就係 九 九 年 過 咗 嚟,C10,Cantonese,CCONJ PRON NOUN ADV NUM NUM NOUN PART PART VERB,10,False
老豆 係 啫 係 佢 係 屬於 澳門 個 啲 貴族 啦 以前 我 唔係 一啲 錢 都 無 㗎,C20,Cantonese,NOUN VERB PART VERB PRON VERB VERB PROPN NOUN NOUN NOUN NOUN ADV PRON VERB NUM NOUN ADV VERB PART,20,False
Uh 佢 就 通過 嗰啲 讀書 uh 讀書 跟住 喺度 啫 係 啩,E1-C5-E1-C6,Code-switched,INTJ PRON ADV VERB PRON VERB INTJ VERB CCONJ VERB PART VERB PART,13,False
媽咪 就 從 香港 去 咗 奧 去 咗 日本 日本 再嚟 美國,C13,Cantonese,NOUN ADV ADP PROPN VERB PART PROPN VERB PART PROPN PROPN X PROPN,13,False
噉 嘅,C2,Cantonese,CCONJ PART,2,False
係 uh 老豆 就 去 咗 Michigan,C1-E1-C4-E1,Code-switched,VERB INTJ NOUN ADV VERB PART PROPN,7,False
我 媽咪 就 嚟 其實 好似 去 咗 唔知 喎,C10,Cantonese,PRON NOUN ADV VERB ADV VERB VERB PART PROPN PART,10,False
讀 啲 咩 書 我 自己 唔係 太清楚,C8,Cantonese,VERB NOUN PRON NOUN PRON PRON VERB X,8,False
係 啊,C2,Cantonese,VERB PART,2,False
係 係 喺 澳門 出世,C5,Cantonese,VERB VERB ADP PROPN VERB,5,False
媽咪 係 香港 出世,C4,Cantonese,NOUN VERB PROPN VERB,4,False
爺爺嫲嫲 我 呢 樣 我 唔係 太清楚 我 覺得 爺爺 好似 係 澳門 出世 嫲嫲 好似 係 啲 清朝 啲 唔知 係 咩 有錢人 吖,C25,Cantonese,NOUN PRON PART NOUN PRON VERB NOUN PRON VERB NOUN VERB VERB PROPN VERB NOUN VERB VERB NOUN ADJ PART ADV VERB PRON NOUN PART,25,False
清朝 時代 嘅 有錢人 所以 佢 就 好似 喺 廣東 台 山,C12,Cantonese,ADV NOUN PART NOUN CCONJ PRON ADV VERB ADP PROPN PROPN NOUN,12,False
即 好似 係 台 山 出世,C6,Cantonese,CCONJ VERB VERB NOUN NOUN VERB,6,False
阿婆 婆 就 香港 出世 uh 公公 就 好似 新會 人 囉 新會 出世,C5-E1-C8,Code-switched,NOUN NOUN ADV PROPN VERB INTJ NOUN ADV VERB NOUN NOUN NOUN NOUN VERB,14,False
廣東 新會,C2,Cantonese,PROPN NOUN,2,False
我 係 only child,C2-E2,Code-switched,PRON VERB ADV NOUN,4,False
我 係 喺 我 係 喺 東 uh 三藩市 東 灣 啫 係 East Bay 嗰度 長大,C7-E1-C5-E2-C2,Code-switched,PRON VERB ADP PRON VERB ADP PROPN INTJ NUM NOUN PROPN PART VERB PROPN PROPN PRON NOUN,17,False
唔係 出世 讀 小學 然之後 我 就 搬 咗 中學 之 高中 就 搬 咗 去 三藩市 我 會話 自己 係 喺 三藩市 長大,C24,Cantonese,VERB ADV VERB NOUN CCONJ PRON ADV VERB PART NOUN PART ADJ ADV VERB PART VERB NUM PRON ADV PRON VERB ADP NOUN NOUN,24,False
