original,cleaned,annotation_text_before,annotation_text_after
--,,"啫 係 約 一 個 人 出 - -   啫 出 去 食 飯 ,   跟 住 佢 唔 敢 去 ,   但 係 我 - -   啫 係 無 得 輸 嘅 ,      ",啫 係 約 一個人 出 啫 出去 食飯 跟住 佢 唔 敢 去 但係 我 啫 係 無 得 輸 嘅
--,,"啫 係 約 一 個 人 出 - -   啫 出 去 食 飯 ,   跟 住 佢 唔 敢 去 ,   但 係 我 - -   啫 係 無 得 輸 嘅 ,      ",啫 係 約 一個人 出 啫 出去 食飯 跟住 佢 唔 敢 去 但係 我 啫 係 無 得 輸 嘅
--,,"一 要 ,   擺 自 己 ,   係 - -   一 - -   我 而 家 要 去 ,",一 要 擺 自己 係 一 我 而家 要 去
--,,"一 要 ,   擺 自 己 ,   係 - -   一 - -   我 而 家 要 去 ,",一 要 擺 自己 係 一 我 而家 要 去
--,,"但 係 其 實 佢 話 好 - -   啫 係 我 跟 住 我 啲 同 事 - -   真 係 笑 咗 ,   因 為 無 - -   無 人 講 無 得 輸 ,   即 係 無 - -   係 反 而",但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而
--,,"但 係 其 實 佢 話 好 - -   啫 係 我 跟 住 我 啲 同 事 - -   真 係 笑 咗 ,   因 為 無 - -   無 人 講 無 得 輸 ,   即 係 無 - -   係 反 而",但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而
--,,"但 係 其 實 佢 話 好 - -   啫 係 我 跟 住 我 啲 同 事 - -   真 係 笑 咗 ,   因 為 無 - -   無 人 講 無 得 輸 ,   即 係 無 - -   係 反 而",但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而
--,,"但 係 其 實 佢 話 好 - -   啫 係 我 跟 住 我 啲 同 事 - -   真 係 笑 咗 ,   因 為 無 - -   無 人 講 無 得 輸 ,   即 係 無 - -   係 反 而",但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而
--,,"中 國 人 呢 ,   係 如 果 你 係 - -   如 果 真 中 國 人 嘅 話 ,   我 覺 得 喺 . . .",中國人 呢 係 如果 你 係 如果 真 中國人 嘅話 我 覺得 喺
--,,佢 - -   佢 講 都 話 無 問 題 .,佢 佢 講 都 話 無問題
--,,你 : : - -   噉 你 今 日,你 噉 你 今日
--,,"用 - -   用 廣 東 話 點 菜 ,",用 用 廣東話 點菜
--,,"我 嫲 嫲 喺 : :   台 : :   山 : : - -   鄉 下 喺 台 山 ,",我 嫲嫲 喺 台 山 鄉下 喺 台 山
--,,"跟 住 ,   啫 係 會 講 - -   打 电 話 或 者 面 對 面 就 可 能 會 講 廣 東 話 .",跟住 啫 係 會 講 打 电 話 或者 面對面 就 可能 會 講 廣東話
--,,"廣 東 話 淨 係 會 同 屋 企 人 用 ,   但 係 . .   其 實 而 家 都 好 少 ,   因 為 . . .   可 能 打 电 話 就 會 . .   用 - -   講 廣 東 話 ,   但 係 平 時",廣東話 淨係 會同 屋企人 用 但係 其實 而家 都 好 少 因為 可能 打 电 話就 會 用 講 廣東話 但係 平時
--,,"因 為 我 覺 得 佢 係 唯 一 一 個 - -   又 唔 係 唯 一 嘅 ,   啫 係 佢 好 係 ,",因為 我 覺得 佢 係 唯一 一個 又 唔係 唯一 嘅 啫 係 佢 好 係
--,,"就 係 ,   哦 你 都 - -   啫 係 ,   你 都 幾",就係 哦 你 都 啫 係 你 都 幾
--,,啫 係 原 來 - -   啫 唔 知 - -   因 為 可 能 你 . .   慣 咗,啫 係 原來 啫 唔知 因為 可能 你 慣 咗
--,,啫 係 原 來 - -   啫 唔 知 - -   因 為 可 能 你 . .   慣 咗,啫 係 原來 啫 唔知 因為 可能 你 慣 咗
--,,"嘅 野 食 啦 ,   跟 住 有 一 樣 - -   有 個 - -   叫 做",嘅 野 食 啦 跟住 有 一樣 有 個 叫做
--,,"嘅 野 食 啦 ,   跟 住 有 一 樣 - -   有 個 - -   叫 做",嘅 野 食 啦 跟住 有 一樣 有 個 叫做
--,,我 嘅 屋 企 人 嘅 - -   嘅 所 有 嘅,我 嘅 屋企人 嘅 嘅 所有 嘅
--,,"唔 好 嘅 : :   就 ,   其 實 得 一 - -   一 次 係 我 記 得 嘅 啫 ,   就 係 ,   覺 得",唔好 嘅 就 其實 得 一 一次 係 我 記得 嘅 啫 就係 覺得
--,,"啫 係 國 內 嗰 啲 廣 東 人 唔 - -   又 唔 一 樣 啦 ,   跟 住 ,",啫 係 國內 嗰啲 廣東人 唔 又 唔 一樣 啦 跟住
--,,"都 - -   唔 會 ,   啫 係 - -   好 嘅 同 唔 好 嘅 都 有 囉 .",都 唔會 啫 係 好 嘅 同 唔好 嘅 都 有囉
--,,"都 - -   唔 會 ,   啫 係 - -   好 嘅 同 唔 好 嘅 都 有 囉 .",都 唔會 啫 係 好 嘅 同 唔好 嘅 都 有囉
--,,"少 少 台 語 啦 ,   但 係 - -   唔 - -   真 係 好 少 .",少少 台 語 啦 但係 唔 真係 好 少
--,,"少 少 台 語 啦 ,   但 係 - -   唔 - -   真 係 好 少 .",少少 台 語 啦 但係 唔 真係 好 少
--,,"嗰 陣 時 我 係 喺 餐 廳 度 做 嘢 啦 ,   跟 住 呢 有 一 枱 - -   一 大 枱",嗰陣時 我 係 喺 餐廳 度 做嘢 啦 跟住 呢 有 一 枱 一 大 枱
--,,"嘅 話 就 係 ,   因 為 喺 美 國 生 活 , 你 好 少 - -   好 易 會 遇 到 . .",嘅話 就係 因為 喺 美國 生活 你 好 少 好 易 會 遇到
--,,"啫 係 始 終 - -   因 為 我 哋 - -   啫 香 港 嘅 歷 史 . .   特 別 少 少 ,   所 以 香 港 嘅",啫 係 始終 因為 我哋 啫 香港 嘅 歷史 特別 少少 所以 香港 嘅
--,,"啫 係 始 終 - -   因 為 我 哋 - -   啫 香 港 嘅 歷 史 . .   特 別 少 少 ,   所 以 香 港 嘅",啫 係 始終 因為 我哋 啫 香港 嘅 歷史 特別 少少 所以 香港 嘅
--,,"噉 但 係 其 他 好 多 時 候 ,   我 比 - -   人 哋 比 我 嘅",噉 但係 其他 好多時候 我 比 人哋 比 我 嘅
--,,"噉 我 就 即 - -   即 係 當 無 嘢 噉 繼 續 啦 ,   因 為 你 自 己 都 係 做 緊 嘢 嘛 .",噉 我 就 即 即係 當 無嘢 噉 繼續 啦 因為 你 自己 都 係 做緊 嘢 嘛
--,,"囉 ,   話 覺 得 好 似 開 始 ,   啫 係 有 陣 時 可 能 會 唔 記 得 啲 嘢 點 講 呀 ,   或 者 . .   啲 口 音 怪 怪 哋 ,   因 為 近 幾 年 . .   越 嚟 越 - -   啫 係 越 嚟 越 少 講 廣 東 話 囉 .",囉 話 覺得 好似 開始 啫 係 有陣時 可能 會 唔記得 啲 嘢 點講 呀 或者 啲 口音 怪怪 哋 因為 近 幾 年 越嚟越 啫 係 越嚟越 少 講 廣東話 囉
--,,有 陣 - -   啫 係,有 陣 啫 係
--,,"有 陣 時 可 以 分 - -   分 到 ,   因 為 香 港 人 講 英 文 嘅 口 音 : : - -   大 部 分 香 港 人 啦 ,   講 英 文 嘅 口 音 ,   都 係 有 少 少 ,   啫 係 港 式 英 文 囉 .",有陣時 可以 分 分 到 因為 香港人 講 英文 嘅 口音 大部分 香港人 啦 講 英文 嘅 口音 都 係 有少少 啫 係 港式 英文 囉
--,,"有 陣 時 可 以 分 - -   分 到 ,   因 為 香 港 人 講 英 文 嘅 口 音 : : - -   大 部 分 香 港 人 啦 ,   講 英 文 嘅 口 音 ,   都 係 有 少 少 ,   啫 係 港 式 英 文 囉 .",有陣時 可以 分 分 到 因為 香港人 講 英文 嘅 口音 大部分 香港人 啦 講 英文 嘅 口音 都 係 有少少 啫 係 港式 英文 囉
--,,"主 要 都 係 口 - -   如 果 英 文 嘅 話 ,   主 要 用 口 音 囉 .",主要 都 係 口 如果 英文 嘅話 主要 用 口音 囉
--,,"我 覺 得 因 為 語 - -   我 嘅 語 言 . .   好 大 嘅 關 連 就 係 ,   關 乎 於 我 點 樣 同 我 嘅 屋 企 人 溝 通 .",我 覺得 因為 語 我 嘅 語言 好 大 嘅 關連 就係 關乎 於 我 點樣 同 我 嘅 屋企人 溝通
--,,"啫 有 - -   有 好 多 時 ,   有 好 多 人 都 唔 知 我 係 ,",啫 有 有 好多時 有 好多 人 都 唔知 我 係
--,,你 - -,你
--,,即 係 你 屋 企 人 係 - -   係,即係 你 屋企人 係 係
--,,即 係 一 個 - -   . . .   一 個 永 遠 都 唔 會 甩 嘅 嘢 囉 即 係,即係 一個 一個 永遠 都 唔會 甩 嘅 嘢 囉 即係
--,,"係 拼 音 嗰 種 定 係 - -   因 為 : :   有 啲 人 打 廣 東 話 但 係 淨 係 打 英 文 ,",係 拼音 嗰種 定係 因為 有啲 人 打 廣東話 但係 淨係 打 英文
--,,你 唔 會 : : - -,你 唔會
--,,"正 常 - -   係 嘞 ,   香 港 廣 東 話 .",正常 係 嘞 香港 廣東話
--,,你 係 : : - -   係,你 係 係
--,,"啲 嘅 定 義 嘅 話 噉 . . .   我 諗 ,   如 果 一 啲 人 ,   啫 係 可 能 . .   我 身 邊 都 有 認 識 ,   就 係 就 算 移 咗 民 嚟 美 國 好 多 年 嘅 啲 老 華 僑 呢 ,   ( 其 實 ) 佢 心 底 入 邊 都 仲 係 覺 得 自 己 係 一 個 - - . .   啫 係 一 個 龍 的 傳 人 , 一 個 中 國 人 嚟 嘅 .",啲 嘅 定義 嘅話 噉 我 諗 如果 一啲 人 啫 係 可能 我 身邊 都 有 認識 就係 就算 移 咗 民 嚟 美國 好多 年 嘅 啲 老 華僑 呢 其實 佢 心底 入邊 都 仲係 覺得 自己 係 一個 啫 係 一個 龍的傳人 一個中國 人嚟 嘅
– –,,– –,
– –,,– –,
--,,噉 但 係 : :   啫 係 - -   係 囉 .,噉 但係 啫 係 係 囉
--,,噉 - -   噉,噉 噉
--,,"噉 但 係 我 本 身 - -   由 其 是 係 中 學 喇 ,   佢 係 一 間 天 主 教 學 校 但 係 其 實",噉 但係 我 本身 由 其 是 係 中學 喇 佢 係 一 間 天主教 學校 但係 其實
--,,"我 諗 香 港 人 : :   嘅 : : - -   . .   對 我 嚟 講 啦 ,   我 覺 得 - -   首 先 佢 可 能 一 定 或 多 或 少 會 喺 香 港 有 生 活 過 嘅 經 驗 啦 .",我 諗 香港人 嘅 對 我 嚟講 啦 我 覺得 首先 佢 可能 一定 或多或少 會 喺 香港 有 生活 過 嘅 經驗 啦
--,,"我 諗 香 港 人 : :   嘅 : : - -   . .   對 我 嚟 講 啦 ,   我 覺 得 - -   首 先 佢 可 能 一 定 或 多 或 少 會 喺 香 港 有 生 活 過 嘅 經 驗 啦 .",我 諗 香港人 嘅 對 我 嚟講 啦 我 覺得 首先 佢 可能 一定 或多或少 會 喺 香港 有 生活 過 嘅 經驗 啦
--,,噉 - -   噉 我 . .   争 咗 個,噉 噉 我 争 咗 個
--,,即 - -   啫 係 唔 - -   唔 希 望 . .   自 己 過 份,即 啫 係 唔 唔 希望 自己 過份
--,,即 - -   啫 係 唔 - -   唔 希 望 . .   自 己 過 份,即 啫 係 唔 唔 希望 自己 過份
– –,,– –,
– –,,– –,
--,,"就 算 喺 學 校 : :   啊 ,   或 者 甚 至 乎 - -   開 銀 行 戶 口 啊 ,   噉 ,   因 為 銀 行 戶 口 或 者 學 校 嗰 啲",就算 喺 學校 啊 或者 甚至乎 開 銀行 戶口 啊 噉 因為 銀行 戶口 或者 學校 嗰啲
--,,我 覺 得 華 人 嗰 個 標 準 其 實 可 以 - -   可 以 好 廣 泛 嘅 .,我 覺得 華人 嗰個 標準 其實 可以 可以 好 廣泛 嘅
--,,"噉 ,   推 完 一 部 嚟 睇 就 可 能 大 家 會 對 於 . .   曾 經 發 生 過 喺 香 港 嘅 一 啲 事 ,   包 括 政 治 嘅 事 ,   或 者 係 一 啲 . .   e m . . . - -   啫 係 啲 會 引 起 香 港 人 廣 泛 ,   關 注 嘅 一 啲 事 件 ,   佢 都 會 有 一 啲 共 鳴 ,   或 者 佢 都 會 有 一 啲 嘅 共 同 - -   感 同 身 受 嘅 : :   經 歷 .",噉 推 完 一部 嚟睇 就 可能 大家 會 對於 曾經 發生 過 喺 香港 嘅 一啲 事 包括 政治 嘅 事 或者 係 一啲 em 啫 係 啲 會 引起 香港人 廣泛 關注 嘅 一啲 事件 佢 都 會 有 一啲 共鳴 或者 佢 都 會 有 一啲 嘅 共同 感同身受 嘅 經歷
--,,"噉 ,   推 完 一 部 嚟 睇 就 可 能 大 家 會 對 於 . .   曾 經 發 生 過 喺 香 港 嘅 一 啲 事 ,   包 括 政 治 嘅 事 ,   或 者 係 一 啲 . .   e m . . . - -   啫 係 啲 會 引 起 香 港 人 廣 泛 ,   關 注 嘅 一 啲 事 件 ,   佢 都 會 有 一 啲 共 鳴 ,   或 者 佢 都 會 有 一 啲 嘅 共 同 - -   感 同 身 受 嘅 : :   經 歷 .",噉 推 完 一部 嚟睇 就 可能 大家 會 對於 曾經 發生 過 喺 香港 嘅 一啲 事 包括 政治 嘅 事 或者 係 一啲 em 啫 係 啲 會 引起 香港人 廣泛 關注 嘅 一啲 事件 佢 都 會 有 一啲 共鳴 或者 佢 都 會 有 一啲 嘅 共同 感同身受 嘅 經歷
--,,其 實 我 係 好 - -   啫 係 我 唔 會,其實 我 係 好 啫 係 我 唔會
--,,"噉 ,   再 知 乎 就 係 可 能 佢 : :   喺 香 - -   啫 係 佢 個 生 活 嘅 圈 子 入 面 都 有 唔 少 , 都 係 同 佢 類 似 背 景 嘅 都 係 叫 做 . .   香 港 背 景 嘅 人 .",噉 再 知乎 就係 可能 佢 喺 香 啫 係 佢 個 生活 嘅 圈子 入面 都 有 唔 少 都 係 同 佢 類似 背景 嘅 都 係 叫做 香港 背景 嘅 人
--,,"都 係 - -   啫 係 我 都 會 同 佢 哋 有 聯 繫 ( 啦 ) ,   噉 .",都 係 啫 係 我 都 會同 佢哋 有聯繫 啦 噉
--,,"啫 係 啲 會 引 起 香 港 人 廣 泛 ,   關 注 嘅 一 啲 事 件 ,   佢 都 會 有 一 啲 共 鳴 ,   或 者 佢 都 會 有 一 啲 嘅 共 同 - -   感 同 身 受 嘅 : :   經 歷 .",啫 係 啲 會 引起 香港人 廣泛 關注 嘅 一啲 事件 佢 都 會 有 一啲 共鳴 或者 佢 都 會 有 一啲 嘅 共同 感同身受 嘅 經歷
--,,"上 呢 ,   中 國 人 同 華 人 其 實 係 . .   個 - -   個",上 呢 中國人 同 華人 其實 係 個 個
--,,我 - -   我 而 家 離 開 咗 香 港 我 而 家 喺 海 外 噉 .,我 我 而家 離開 咗 香港 我 而家 喺 海外 噉
--,,噉 但 係 - -   但 係 我 想,噉 但係 但係 我 想
--,,"啫 係 我 - -   我 係 明 - -   啫 係 我 有 了 解 過 天 主 教 信 仰 噉 ,   但 我 最 後 選 擇 就 無 去 . .   啫 係 接 受 或 者 無 去 加 入 呢 一 個 宗 教 .",啫 係 我 我 係 明 啫 係 我 有了 解過 天主教 信仰 噉 但 我 最後 選擇 就 無 去 啫 係 接受 或者 無 去 加入 呢 一個 宗教
--,,"啫 係 我 - -   我 係 明 - -   啫 係 我 有 了 解 過 天 主 教 信 仰 噉 ,   但 我 最 後 選 擇 就 無 去 . .   啫 係 接 受 或 者 無 去 加 入 呢 一 個 宗 教 .",啫 係 我 我 係 明 啫 係 我 有了 解過 天主教 信仰 噉 但 我 最後 選擇 就 無 去 啫 係 接受 或者 無 去 加入 呢 一個 宗教
--,,噉 但 係 我 自 己 係 : : - -,噉 但係 我 自己 係
--,,"噉 但 係 我 今 次 係 讀 書 呢 ,   我 就 其 實 係 . .   九 月 - -   八 月 尾 九 月 先 嚟 嘅 .",噉 但係 我 今次 係 讀書 呢 我 就 其實 係 九月 八月 尾 九月 先嚟 嘅
--,,我 成 日 都 - -   都 有 個,我 成日 都 都 有 個
--,,有 好 多 嘅 交 流 或 者 佢 - -   佢 都,有 好多 嘅 交流 或者 佢 佢 都
--,,啫 係 - -   啫 係 : : - -   啫 真 係 . .,啫 係 啫 係 啫 真係
--,,啫 係 - -   啫 係 : : - -   啫 真 係 . .,啫 係 啫 係 啫 真係
--,,"應 該 係 - -   啫 係 講 緊 東 亞 ,",應該 係 啫 係 講緊 東亞
--,,"啫 係 或 者 係 一 啲 ,   香 港 人 先 至 會 認 同 - -   或 者 叫 香 港 人 先 至 會 有 啲 共 鳴 嘅 - -   嘅 - -   嘅 事 物 啦 .",啫 係 或者 係 一啲 香港人 先至 會 認同 或者 叫 香港人 先至 會 有啲 共鳴 嘅 嘅 嘅 事物 啦
--,,"啫 係 或 者 係 一 啲 ,   香 港 人 先 至 會 認 同 - -   或 者 叫 香 港 人 先 至 會 有 啲 共 鳴 嘅 - -   嘅 - -   嘅 事 物 啦 .",啫 係 或者 係 一啲 香港人 先至 會 認同 或者 叫 香港人 先至 會 有啲 共鳴 嘅 嘅 嘅 事物 啦
--,,"啫 係 或 者 係 一 啲 ,   香 港 人 先 至 會 認 同 - -   或 者 叫 香 港 人 先 至 會 有 啲 共 鳴 嘅 - -   嘅 - -   嘅 事 物 啦 .",啫 係 或者 係 一啲 香港人 先至 會 認同 或者 叫 香港人 先至 會 有啲 共鳴 嘅 嘅 嘅 事物 啦
--,,啫 係 好 - -   好 - -   佢 無 呢 樣 嘢 去 做 囉 .,啫 係 好 好 佢 無 呢 樣嘢 去 做 囉
--,,啫 係 好 - -   好 - -   佢 無 呢 樣 嘢 去 做 囉 .,啫 係 好 好 佢 無 呢 樣嘢 去 做 囉
--,,之 前 - -   我 今 年 嚟,之前 我 今年 嚟
--,,噉 我 覺 得 呢 方 面 係 - -   因 為 我 就 算 我 - -   我 今 次 我 嚟 美 國 我 雖 然 係,噉 我 覺得 呢 方面 係 因為 我 就算 我 我 今次 我 嚟 美國 我 雖然 係
--,,噉 我 覺 得 呢 方 面 係 - -   因 為 我 就 算 我 - -   我 今 次 我 嚟 美 國 我 雖 然 係,噉 我 覺得 呢 方面 係 因為 我 就算 我 我 今次 我 嚟 美國 我 雖然 係
--,,自 己 係 - -,自己 係
--,,因 為 我 - -   我 阿 爸 . .   嗰 邊 親 戚 就 好 多 住 喺 英 國 嘅 .,因為 我 我 阿爸 嗰邊 親戚 就 好多 住 喺 英國 嘅
--,,噉 即 - -   啫 係 無 一 個 好 - -   好 : :,噉 即 啫 係 無 一個 好 好
--,,噉 即 - -   啫 係 無 一 個 好 - -   好 : :,噉 即 啫 係 無 一個 好 好
--,,"啫 係 佢 . .   哋   一 路 都 喺 湛 江 生 活 ,   噉 甚 至 - -   啫 係 結 咗 婚 . .   啫 係 又 生 咗 我 啊 媽 ,   都 係 喺 湛 江 噉 ,   後 來 都 係 偷 渡 嚟 香 港 噉 .",啫 係 佢 哋 一路 都 喺 湛江 生活 噉 甚至 啫 係 結 咗 婚 啫 係 又 生 咗 我 啊 媽 都 係 喺 湛江 噉 後來 都 係 偷渡 嚟 香港 噉
--,,啫 - -   啫 係,啫 啫 係
--,,噉 當 然 ( X ) - -   噉,噉 當然 噉
--,,或 者 係 - -   係 真 喺 印 度 嚟 嘅,或者 係 係 真 喺 印度 嚟 嘅
--,,嘩 呢 個 問 題 係 : :   好 : : - -   好 難 答 .,嘩 呢個 問題 係 好 好 難 答
--,,噉 但 係 真 係 話 . .   再 : :   嚟 呢 邊 生 活 就 其 實 係 今 : :   年 - -   嘅 係 九 月 嚟 讀,噉 但係 真係 話 再 嚟 呢 邊 生活 就 其實 係 今 年 嘅 係 九月 嚟 讀
--,,噉 - -   噉 呢 個 - -   噉 就 同 佢 個,噉 噉 呢個 噉 就 同 佢 個
--,,噉 - -   噉 呢 個 - -   噉 就 同 佢 個,噉 噉 呢個 噉 就 同 佢 個
--,,"噉 - -   噉 呢 啲 人 ,   佢 哋 係 唔 係 一 個 . .",噉 噉 呢啲 人 佢哋 係唔係 一個
--,,"佢 有 傳 授 一 啲 同 天 主 教 : :   . .   教 義 或 者 ,   叫 做 天 主 教 啲 信 仰 信 念 有 關 嘅 - -   嘅 嘢 畀 我 哋 ,   但 係 就 無 或 強 迫 ,   或 者 叫 做 . .",佢 有傳 授 一啲 同 天主教 教義 或者 叫做 天主教 啲 信仰 信念 有關 嘅 嘅 嘢 畀 我哋 但係 就 無 或 強迫 或者 叫做
--,,噉 呢 個 係 - -   係 . .   對 於 我 而 家 嚟 講 我 覺 得 係 最 . .   適 合 我 嘅 一 個,噉 呢個 係 係 對於 我 而家 嚟講 我 覺得 係 最 適合 我 嘅 一個
--,,"話 一 定 要 識 講 . .   香 港 語 ,   或 者 識 講 香 港 粵 語 先 至 叫 做 係 一 個 香 港 - -   噉 我 覺 得 未 必 係 噉 嘅 .",話 一定要 識講 香港 語 或者 識講 香港 粵語 先至 叫做 係 一個 香港 噉 我 覺得 未必 係噉 嘅
--,,即 - -   即 - -   啫 係 個 認 同 上 會 . .   唔 願 意 認 同 自 己 係 中 國 人 .,即 即 啫 係 個 認同 上會 唔 願意 認同 自己 係 中國人
--,,即 - -   即 - -   啫 係 個 認 同 上 會 . .   唔 願 意 認 同 自 己 係 中 國 人 .,即 即 啫 係 個 認同 上會 唔 願意 認同 自己 係 中國人
--,,"啫 係 . .   就 算 係 住 喺 香 港 一 段 時 間 嘅 : :   其 他 非 ,   華 裔 種 族 ,   噉 可 能 其 實 佢 哋 都 : :   可 能 會 識 少 少 啊 ,   或 者 叫 做 - -   對 於 香 港 嘅 文 化 ,   包 括 係 可 能 香 港 嘅 飲 食 文 化 啊 ,   有 一 定 嘅 理 解 吖 .",啫 係 就算 係 住 喺 香港 一段 時間 嘅 其他 非 華裔 種族 噉 可能 其實 佢哋 都 可能 會 識 少少 啊 或者 叫做 對於 香港 嘅 文化 包括 係 可能 香港 嘅 飲食 文化 啊 有 一定 嘅 理解 吖
--,,噉 類 - -   類 似 係 噉 .,噉 類 類似 係噉
--,,"啫 係 ,   以 前 父 母 輩 都 係 . .   國 內 或 者 其 他 地 方 移 民 嚟 ,   噉 所 以 我 覺 得 佢 . .   要 成 為 一 個 香 港 人 ,   首 先 佢 可 能 喺   香 港 有 - -   有 一 啲 生 活 過 嘅 時 間 啦 .",啫 係 以前 父母 輩 都 係 國內 或者 其他 地方 移民 嚟 噉 所以 我 覺得 佢 要成 為 一個 香港人 首先 佢 可能 喺 香港 有 有 一啲 生活 過 嘅 時間 啦
--,,"噉 ,   . . .   美 國 人 嘅 定 義 其 實 可 能 係 : : - -   我 諗 比 較",噉 美國人 嘅 定義 其實 可能 係 我 諗 比較
--,,你 係 一 個 : : - -   你 係 一 個,你 係 一個 你 係 一個
--,,因 為 - -   因 為 中 國 人 係,因為 因為 中國人 係
--,,噉 所 以 我 覺 得 如 果 佢 係 一 個 - -   一 個 廣 義 啲 嘅 . .,噉 所以 我 覺得 如果 佢 係 一個 一個 廣義 啲 嘅
