original,cleaned,annotation_text_before,annotation_text_after
ds I don't-- I ne,ds I don't I ne,Some like family friends I don't-- I never met them before so yeah.,Some like family friends I don't I never met them before so yeah
"-- Eh, ",Eh,"-- Eh, ",Eh
Like -,Like,Like -,Like
 San-- ,San, San-- ,San
Cuz I -,Cuz I,Cuz I -,Cuz I
count-- ,count,count-- ,count
 depend-- dependin,depend dependin, depend-- depending on,depend depending on
tell they're-- like,tell they're like,Like some words that you just sound weird like you just can tell they're-- like the way they speak.,Like some words that you just sound weird like you just can tell they're like the way they speak
that was-- and ,that was and,And:: that was-- and that was funny because I went to the same international school from two thousand and two all the way up until twenty-fiteen.,And that was and that was funny because I went to the same international school from two thousand and two all the way up until twenty fiteen
 up until twenty-fiteen.,up until twenty fiteen,And:: that was-- and that was funny because I went to the same international school from two thousand and two all the way up until twenty-fiteen.,And that was and that was funny because I went to the same international school from two thousand and two all the way up until twenty fiteen
ould try-- I le,ould try I le,"Or, um, I could try-- I learn a lot of accents because of my acting work.",Or um I could try I learn a lot of accents because of my acting work
tant life-- life,tant life life,A very important life-- life milestones have to have taken place in a.,A very important life life milestones have to have taken place in a
se:: that's-- beca,se that's beca,Because:: that's-- because one thing I really regret when I was growing up was not being able to express my emotions in Cantonese.,Because that's because one thing I really regret when I was growing up was not being able to express my emotions in Cantonese
me a very-- I st,me a very I st,"But then the kind of conversations we would be having, and the kind of references, it took me a very-- I still-- to this day, I don't really actually relate to them or have any emotional relationship with anything that they speak of, even though we speak-- I'm most fluent in English, but, it just-- a lot of small talk that just don't-- I don't understand, and, so... I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong?",But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong
-- I still-- to t,I still to t,"But then the kind of conversations we would be having, and the kind of references, it took me a very-- I still-- to this day, I don't really actually relate to them or have any emotional relationship with anything that they speak of, even though we speak-- I'm most fluent in English, but, it just-- a lot of small talk that just don't-- I don't understand, and, so... I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong?",But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong
h we speak-- I'm ,h we speak I'm,"But then the kind of conversations we would be having, and the kind of references, it took me a very-- I still-- to this day, I don't really actually relate to them or have any emotional relationship with anything that they speak of, even though we speak-- I'm most fluent in English, but, it just-- a lot of small talk that just don't-- I don't understand, and, so... I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong?",But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong
", it just-- a lo",it just a lo,"But then the kind of conversations we would be having, and the kind of references, it took me a very-- I still-- to this day, I don't really actually relate to them or have any emotional relationship with anything that they speak of, even though we speak-- I'm most fluent in English, but, it just-- a lot of small talk that just don't-- I don't understand, and, so... I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong?",But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong
just don't-- I do,just don't I do,"But then the kind of conversations we would be having, and the kind of references, it took me a very-- I still-- to this day, I don't really actually relate to them or have any emotional relationship with anything that they speak of, even though we speak-- I'm most fluent in English, but, it just-- a lot of small talk that just don't-- I don't understand, and, so... I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong?",But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong
nd I ta-- I kn,nd I ta I kn,"I know, I lived in New York, and I ta-- I know exactly what you're talking about when you're saying Colorado and all that.",I know I lived in New York and I ta I know exactly what you're talking about when you're saying Colorado and all that
